Name,ElectionStatus,StatusOfCandidate,SpecificParty,GeneralParty,State,Year,ElectionType,Office,IncumbencyStatus,NumberOfRecords,TotalDollars
"NUTTING, ROBERT W",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 078,INCUMBENT,4,"$1,582"
"MOEPONO, SESNITA DER-LING",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,HI,2006,STANDARD,HOUSE DISTRICT 027,CHALLENGER,1,"$1,575"
"OYAMA, LEOLANI LAGAT",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,HI,2012,STANDARD,HOUSE DISTRICT 005,CHALLENGER,1,"$1,570"
"BROWER, TOM",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,HI,1998,STANDARD,HOUSE DISTRICT 021,CHALLENGER,1,"$1,555"
"BLUNDELL, BRIAN K",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,HI,1998,STANDARD,HOUSE DISTRICT 007,OPEN,1,"$1,532"
"GREENWOOD, KYLE",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,HI,1998,STANDARD,HOUSE DISTRICT 049,CHALLENGER,1,"$1,522"
"EVERT, DANIEL",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,HI,1998,STANDARD,HOUSE DISTRICT 010,CHALLENGER,1,"$1,520"
"MARTINEZ, ROSE",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,HI,2012,STANDARD,HOUSE DISTRICT 040,OPEN,1,"$1,518"
"BRAGDON, CHARLES EDWARD",LOST-PRIMARY,LOST,GREEN INDEPENDENT,THIRD-PARTY,ME,2010,STANDARD,HOUSE DISTRICT 120,OPEN,2,"$1,514"
"BROOKS, JOSEPH E",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 042,OPEN,1,"$1,504"
"MOWLES JR, MICHAEL D",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2006,STANDARD,HOUSE DISTRICT 121,OPEN,1,"$1,504"
"PARADIS JR, ROSAIRE",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 002,INCUMBENT,1,"$1,504"
"GILBERT SR, LAURENT F",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2008,STANDARD,HOUSE DISTRICT 071,OPEN,1,"$1,504"
"MCLAUGHLIN, KIMBERLY A",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2008,STANDARD,HOUSE DISTRICT 107,OPEN,1,"$1,504"
"TESSIER, PAUL LEO",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2008,STANDARD,HOUSE DISTRICT 084,CHALLENGER,1,"$1,504"
"YOUNG, CARL J",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2008,STANDARD,HOUSE DISTRICT 065,OPEN,1,"$1,504"
"PIERCE, WILLIAM C",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2010,STANDARD,HOUSE DISTRICT 151,OPEN,1,"$1,504"
"COWING, PAUL A",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 045,OPEN,1,"$1,504"
"GUERIN, STACEY K",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 022,OPEN,3,"$1,504"
"COSTA, JUSTIN L",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2008,STANDARD,HOUSE DISTRICT 114,OPEN,1,"$1,504"
"GLIDDEN JR, ROBERT L",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2008,STANDARD,HOUSE DISTRICT 006,OPEN,1,"$1,504"
"SHEFF, PETER M",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 045,OPEN,1,"$1,503"
"LESSARD, PAUL J",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 060,OPEN,2,"$1,503"
"EGEBERG, MARK",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2006,STANDARD,HOUSE DISTRICT 091,OPEN,2,"$1,502"
"INGHAM, C DEAN",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 031,OPEN,2,"$1,502"
"DEMOCRACY, EDWARD J",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2008,STANDARD,HOUSE DISTRICT 120,OPEN,1,"$1,502"
"FRIEDMANN, GARY",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2008,STANDARD,HOUSE DISTRICT 035,OPEN,2,"$1,502"
"CAMPBELL, RICHARD H",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 040,CHALLENGER,2,"$1,500"
"KAPUNIAI, RYAN (TOMA)",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,HI,2012,STANDARD,HOUSE DISTRICT 026,OPEN,1,"$1,500"
"BEIRNE, D ULULANI",LOST-GENERAL,LOST,NONPARTISAN SPECIAL,NONPARTISAN,HI,2006,STANDARD,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,CHALLENGER,1,"$1,500"
"LEWIS, JOSEPH KUHIO",LOST-GENERAL,LOST,NONPARTISAN SPECIAL,NONPARTISAN,HI,2010,STANDARD,OFFICE OF HAWAIIAN AFFAIRS DISTRICT AT LARGE,CHALLENGER,1,"$1,500"
"HAPAI, MARLENE (NACHBAR)",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,HI,2010,STANDARD,HOUSE DISTRICT 004,CHALLENGER,1,"$1,500"
"KAGAWA FU, KANANI",LOST-GENERAL,LOST,NONPARTISAN,NONPARTISAN,HI,2012,STANDARD,OFFICE OF HAWAIIAN AFFAIRS DISTRICT KAUAI,OPEN,1,"$1,500"
"OSHIRO, BLAKE K",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,HI,2000,STANDARD,HOUSE DISTRICT 033,OPEN,1,"$1,500"
"EDMONDS, BETHEDA",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2002,STANDARD,SENATE DISTRICT 023,INCUMBENT,1,"$1,500"
"WENDT, MAHEALANI",LOST-GENERAL,LOST,NONPARTISAN SPECIAL,NONPARTISAN,HI,2014,STANDARD,OFFICE OF HAWAIIAN AFFAIRS DISTRICT MAUI,OPEN,1,"$1,500"
"AKINA, KELII",LOST-PRIMARY,LOST,NONPARTISAN SPECIAL,NONPARTISAN,HI,2014,STANDARD,OFFICE OF HAWAIIAN AFFAIRS DISTRICT NO ISLAND RESIDENCY,CHALLENGER,1,"$1,500"
"FARLEY, ROBERT",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 135,OPEN,1,"$1,499"
"MCLELLAN, DENNIS J",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 078,OPEN,1,"$1,499"
"PALMER JR, GERRY G M",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2008,STANDARD,HOUSE DISTRICT 015,OPEN,1,"$1,494"
"COLLAMORE, CLINTON E",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 050,OPEN,1,"$1,490"
"RICHARDSON, P J",LOST-GENERAL,LOST,INDEPENDENT,THIRD-PARTY,MN,2000,STANDARD,SENATE DISTRICT 018,CHALLENGER,1,"$1,487"
"HAGOPIAN, ROBERT B",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2006,STANDARD,HOUSE DISTRICT 086,OPEN,2,"$1,486"
"HALL, DARREN M",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 020,OPEN,2,"$1,485"
"MAKER, TONY L",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2008,STANDARD,HOUSE DISTRICT 032,OPEN,1,"$1,484"
"MCNABOE, MICHAEL J",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2006,STANDARD,HOUSE DISTRICT 107,OPEN,2,"$1,483"
"COREY, PATRICK W",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2016,STANDARD,HOUSE DISTRICT 025,INCUMBENT,7,"$1,472"
"WOOTTEN, J BENJAMIN",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2010,STANDARD,HOUSE DISTRICT 037,OPEN,2,"$1,469"
"COLWELL, PATRICK",WITHDREW-GENERAL,WITHDREW,DEMOCRATIC,DEMOCRATIC,ME,2004,STANDARD,SENATE DISTRICT 021,OPEN,1,"$1,464"
"INGHAM, MARTIN T",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2008,STANDARD,HOUSE DISTRICT 031,OPEN,2,"$1,462"
"OSMER, WILLIAM DAVIS",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 018,OPEN,2,"$1,458"
"MCCLUSKEY, DAVID",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 020,INCUMBENT,4,"$1,443"
"SCHATZ, JAMES M",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 037,CHALLENGER,1,"$1,429"
"TWOMEY, JOANNE T",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 135,CHALLENGER,1,"$1,429"
"SARTORIS, JACQUELINE A",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2014,STANDARD,HOUSE DISTRICT 050,OPEN,1,"$1,429"
"CORNELL DU HOUX, REBECCA A",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2014,STANDARD,HOUSE DISTRICT 085,OPEN,3,"$1,429"
"SPENCER, EDWARD S",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2014,STANDARD,HOUSE DISTRICT 122,OPEN,1,"$1,429"
"FINCH, EDWARD D",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 084,OPEN,2,"$1,428"
"WERVEN, GERRY",LOST-GENERAL,LOST,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2000,STANDARD,HOUSE DISTRICT 030A,CHALLENGER,1,"$1,426"
"WALLER, DON",LOST-GENERAL,LOST,INDEPENDENT,THIRD-PARTY,MN,2000,STANDARD,HOUSE DISTRICT 018B,CHALLENGER,1,"$1,421"
"DEVANE, HARVEY E",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 059,OPEN,2,"$1,416"
"COSTA, JUSTIN L",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 115,OPEN,2,"$1,410"
"SALISBURY, SUZANNE M",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2014,STANDARD,HOUSE DISTRICT 035,OPEN,2,"$1,405"
"COOKSON, KEVIN",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 082,OPEN,2,"$1,393"
"BOUTHILLER, PIERRE JEAN",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 132,OPEN,2,"$1,390"
"TURNER, BETH PELOQUIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2012,STANDARD,HOUSE DISTRICT 011,INCUMBENT,5,"$1,388"
"WHEELER SR, WALTER A",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2002,STANDARD,HOUSE DISTRICT 001,OPEN,1,"$1,386"
"FLOOD, DAVID C",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2014,STANDARD,HOUSE DISTRICT 011,OPEN,2,"$1,383"
"SHAUGHNESSY, MALORY",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 115,OPEN,2,"$1,383"
"EMRICH, ROBERT K",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 025,OPEN,3,"$1,381"
"FOURNIER, RICHARD",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 058,OPEN,2,"$1,379"
"CHADBOURNE, AARON",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 108,OPEN,1,"$1,379"
"EVANS, MATTHEW W",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 110,OPEN,1,"$1,379"
"GEORGE, SANDRA",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 110,OPEN,1,"$1,379"
"JONES, RAYMOND S",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 132,OPEN,1,"$1,379"
"MARKLEY, JERALD P",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2002,STANDARD,HOUSE DISTRICT 128,OPEN,1,"$1,379"
"PRICE, KENT A",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2002,STANDARD,HOUSE DISTRICT 128,OPEN,1,"$1,379"
"SLATER, FERDINAND A",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 132,OPEN,1,"$1,379"
"MADDEN, EDWARD T",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2002,STANDARD,HOUSE DISTRICT 084,OPEN,1,"$1,379"
"BRACKETT, KIMBERLY M",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 054,OPEN,1,"$1,379"
"SESSIONS, BRIAN W",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2002,STANDARD,HOUSE DISTRICT 068,OPEN,1,"$1,379"
"HOLT, ANTHONY E",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2002,STANDARD,HOUSE DISTRICT 033,OPEN,1,"$1,379"
"MCCONNELL, VELMA M",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2002,STANDARD,HOUSE DISTRICT 074,OPEN,1,"$1,379"
"JACQUES, JEFFREY A",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 066,OPEN,2,"$1,379"
"STEWART, CLARENCE D",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 132,OPEN,1,"$1,379"
"LUNDH-GAY, SONYA",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 134,OPEN,2,"$1,377"
"CURREY, JEFFREY A",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2016,STANDARD,HOUSE DISTRICT 011,INCUMBENT,3,"$1,375"
"BERTL, JOHN M",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2004,STANDARD,HOUSE DISTRICT 088,OPEN,1,"$1,374"
"CABRAL, DANIEL C",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2004,STANDARD,HOUSE DISTRICT 134,OPEN,1,"$1,374"
"GUTOW, THOMAS",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2004,STANDARD,HOUSE DISTRICT 037,OPEN,1,"$1,374"
"HASKELL, CLAYTON W",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2004,STANDARD,HOUSE DISTRICT 110,OPEN,1,"$1,374"
"PAYNE, CLARE HUDSON",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2004,STANDARD,HOUSE DISTRICT 020,OPEN,1,"$1,374"
"SKINNER, RICHARD L",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2004,STANDARD,HOUSE DISTRICT 030,OPEN,1,"$1,374"
"SMITH, VICKI ANN",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2004,STANDARD,HOUSE DISTRICT 037,OPEN,1,"$1,374"
"VARDAMIS, TORVIC WARD",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2004,STANDARD,HOUSE DISTRICT 018,OPEN,1,"$1,374"
"WRIGHT, GLENNIS A",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2004,STANDARD,HOUSE DISTRICT 149,OPEN,1,"$1,374"
"PUTMAN, PATRICE A",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2004,STANDARD,HOUSE DISTRICT 082,OPEN,1,"$1,373"
"QUIRION, KEITH J",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2004,STANDARD,HOUSE DISTRICT 059,OPEN,1,"$1,373"
"LONGSTAFF, THOMAS",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2014,STANDARD,HOUSE DISTRICT 109,INCUMBENT,4,"$1,371"
"WYMAN, MELVIN E",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2004,STANDARD,HOUSE DISTRICT 024,OPEN,1,"$1,371"
"PLALE, JEFF",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,WI,1998,STANDARD,ASSEMBLY DISTRICT 021,INCUMBENT,2,"$1,368"
"BEASLEY, HEATHER B",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2004,STANDARD,HOUSE DISTRICT 053,OPEN,1,"$1,367"
"MANN, KENNETH A",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2004,STANDARD,HOUSE DISTRICT 106,OPEN,1,"$1,367"
"MEHNERT, CYNTHIA M",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 019,OPEN,2,"$1,362"
"HAGGETT, ROBERT D",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2004,STANDARD,HOUSE DISTRICT 137,OPEN,1,"$1,362"
"BATES, DILLON F",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 118,OPEN,2,"$1,352"
"SACHS, MELANIE",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 106,OPEN,2,"$1,317"
"MCDONALD, TIMOTHY A",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 080,OPEN,3,"$1,315"
"GILLIS SR, CODY A",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 050,CHALLENGER,1,"$1,309"
"FARNSWORTH, RICHARD R",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2014,STANDARD,HOUSE DISTRICT 037,INCUMBENT,4,"$1,297"
"MOODY, STANLEY A",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 080,CHALLENGER,1,"$1,279"
"MOE, ALLEN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,MN,1996,STANDARD,HOUSE DISTRICT 013B,CHALLENGER,1,"$1,262"
"NORTON, PATRICK",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 106,OPEN,2,"$1,262"
"SCEASE, JANE",LOST-GENERAL,LOST,GREEN INDEPENDENT,THIRD-PARTY,ME,2000,STANDARD,HOUSE DISTRICT 052,OPEN,2,"$1,234"
"MIYASHIRO, MARY ANN",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,HI,1998,STANDARD,HOUSE DISTRICT 041,CHALLENGER,2,"$1,186"
"MARTIN-BERRY, CHARLOTTE E",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2004,STANDARD,HOUSE DISTRICT 037,OPEN,2,"$1,157"
"PYE, LAWRENCE R",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2010,STANDARD,HOUSE DISTRICT 064,OPEN,2,"$1,154"
"BANKS, JAMES A",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2000,STANDARD,HOUSE DISTRICT 036,OPEN,2,"$1,141"
"EARLE, DALE E",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2000,STANDARD,HOUSE DISTRICT 135,OPEN,2,"$1,141"
"HORVATH, LOUIS",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2000,STANDARD,HOUSE DISTRICT 116,OPEN,2,"$1,141"
"HOTHAM, RALPH JEFF",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2000,STANDARD,HOUSE DISTRICT 144,OPEN,3,"$1,141"
"MEDD, MARJORIE M",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2000,STANDARD,HOUSE DISTRICT 068,CHALLENGER,1,"$1,141"
"PETTIGREW, DEBBIE S",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2000,STANDARD,HOUSE DISTRICT 111,CHALLENGER,2,"$1,141"
"SNYDER, ERVIN D",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2000,STANDARD,HOUSE DISTRICT 050,OPEN,2,"$1,141"
"WOOLF, ARNOLD L",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2000,STANDARD,HOUSE DISTRICT 073,OPEN,3,"$1,141"
"JOHNSON, PAUL",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 062,OPEN,2,"$1,112"
"TURNER, BETH PELOQUIN",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2014,STANDARD,HOUSE DISTRICT 141,INCUMBENT,4,"$1,080"
"BOURQUE, JAMES",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,ME,2016,STANDARD,HOUSE DISTRICT 035,CHALLENGER,2,"$1,064"
"GAYTON, NICHOLAS JOHN",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,HOUSE DISTRICT 057,CHALLENGER,3,"$1,059"
"SIMMONS, HENRY BESTON",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2012,STANDARD,HOUSE DISTRICT 050,OPEN,2,"$1,046"
"MOEN, RODNEY",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,WI,1998,STANDARD,SENATE DISTRICT 031,INCUMBENT,1,"$1,045"
"STUCKEY, PETER C",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2014,STANDARD,HOUSE DISTRICT 042,INCUMBENT,3,"$1,036"
"PRIEST, CHARLES R",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2010,STANDARD,HOUSE DISTRICT 063,INCUMBENT,4,"$1,022"
"BOLAND, ANDREA M",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 142,INCUMBENT,3,"$1,002"
"BLANCHETTE, PATRICIA A",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2010,STANDARD,HOUSE DISTRICT 016,CHALLENGER,2,$975
"KUBLY, GARY W",WON-GENERAL,WON,DEMOCRATIC-FARMER-LABOR,DEMOCRATIC,MN,2000,STANDARD,HOUSE DISTRICT 015B,INCUMBENT,1,$974
"MOORE, GARY WAYNE",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2002,STANDARD,HOUSE DISTRICT 043,CHALLENGER,1,$965
"ASH JR, WALTER E",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2002,STANDARD,HOUSE DISTRICT 105,INCUMBENT,1,$928
"BARTER, PHILLIP",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 059,OPEN,2,$901
"MCCAIN, PATRICK",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,HI,2002,STANDARD,SENATE DISTRICT 012,OPEN,1,$900
"TOWNS, DEBI",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,WI,2008,STANDARD,ASSEMBLY DISTRICT 043,CHALLENGER,3,$900
"AWANA, KAREN LEINANI",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,HI,2016,STANDARD,HOUSE DISTRICT 043,OPEN,1,$900
"HARLOW, DENISE PATRICIA",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 116,INCUMBENT,4,$896
"WOODARD, JOANNE M",LOST-GENERAL,LOST,UNK,UNKNOWN,ME,2002,STANDARD,HOUSE DISTRICT 098,CHALLENGER,1,$880
"RING, JOHN",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2012,STANDARD,HOUSE DISTRICT 029,OPEN,2,$873
"STUCKEY, PETER C",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,HOUSE DISTRICT 114,INCUMBENT,3,$831
"ITO, KEN",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,HI,2004,STANDARD,HOUSE DISTRICT 048,INCUMBENT,2,$831
"HEMMINGS, FRED",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,HI,2002,STANDARD,SENATE DISTRICT 025,INCUMBENT,1,$825
"CROOK, ANNA M",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,NM,2012,STANDARD,HOUSE DISTRICT 064,INCUMBENT,1,$809
"SIMMONS, HENRY BESTON",LOST-PRIMARY,LOST,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 050,OPEN,3,$780
"LONGSTAFF, THOMAS",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,HOUSE DISTRICT 109,INCUMBENT,6,$776
"HAMPER, JAMES MICHAEL",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,ME,2010,STANDARD,HOUSE DISTRICT 100,INCUMBENT,3,$699
"DESOTO, JOHN",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,HI,2002,STANDARD,SENATE DISTRICT 019,OPEN,1,$673
"MELAND, KEITH J",LOST-GENERAL,LOST,GREEN,THIRD-PARTY,MN,2002,STANDARD,HOUSE DISTRICT 044A,CHALLENGER,2,$668
"KUMIEGA III, WALTER A",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,ME,2016,STANDARD,HOUSE DISTRICT 134,INCUMBENT,5,$657
